original,new_name,id3_title,status
"e2b4ef50-05d8-453a-b7ec-34e8fc00dc78.mp3","8e épisode_ où Ulysse se découvre une mystérieuse allié","8e épisode, où Ulysse se découvre une mystérieuse alliée","✓"
"e546683d-f931-48c2-9849-bd07c7ecb7ff.mp3","5e épisode_ où Ulysse endosse sa mission de chef de guerre","5e épisode, où Ulysse endosse sa mission de chef de guerre","✓"
"e578f9bb-36a0-4323-a745-2a8101bc2db1.mp3","66e épisode_ où le destin tragique d_une famille se poursu","66e épisode, où le destin tragique d’une famille se poursuit","✓"
"e7f48b9b-c7f7-4b3f-900e-a0ef716d1179.mp3","58e épisode_ où l_on assiste à une grosse colère de Tél","58e épisode, où l’on assiste à une grosse colère de Télémaque","✓"
"e924ab4d-a6e8-48a0-b8d4-2f3049a6fcc9.mp3","37_CH_22_LE_VOLEUR_DE_FOUDRE","37_CH_22_LE_VOLEUR_DE_FOUDRE ","✓"
"eab6099f-8cd6-4cd6-97ff-3ff28fc3eb8c.mp3","03_CH_03_LE_VOLEUR_DE_FOUDRE","03_CH_03_LE_VOLEUR_DE_FOUDRE","✓"
"eceba362-4a71-4f69-b5d8-02b424c84e23.mp3","30e épisode_ où Ulysse rassemble des amoureux","30e épisode, où Ulysse rassemble des amoureux","✓"
"ee70f777-5284-487b-a857-89ba109f3905.mp3","71e épisode_ où l_on assiste au vol des bœufs du Soleil","71e épisode, où l’on assiste au vol des bœufs du Soleil","✓"
"f17ab25c-72cd-4f85-946c-08084478f55c.mp3","16_CH_10_LE_VOLEUR_DE_FOUDRE","16_CH_10_LE_VOLEUR_DE_FOUDRE","✓"
"f25366ac-29e6-4cd4-8d89-ddd6e470894d.mp3","64e épisode_ au cours duquel un frère et une sœur se retr","64e épisode, au cours duquel un frère et une sœur se retrouvent","✓"
"f4c67b56-a867-4dd9-b115-5262d65ebaaa.mp3","32e épisode_ où le sage Ulysse commet une vraie folie","32e épisode, où le sage Ulysse commet une vraie folie","✓"
"f544e373-1db7-4b48-92c4-d2b1f83ff24b.mp3","23_CH_15_LE_VOLEUR_DE_FOUDRE","23_CH_15_LE_VOLEUR_DE_FOUDRE","✓"
"f5829cd0-33dd-4162-816d-ddb215072068.mp3","45e épisode_ où Ulysse fait connaissance avec le cyclope","45e épisode, où Ulysse fait connaissance avec le cyclope","✓"
"f61fc802-721f-4eb7-a51a-33cc0808371a.mp3","40e épisode_ qui voit se réaliser la ruse d_Ulysse","40e épisode, qui voit se réaliser la ruse d’Ulysse","✓"
"f6f1b258-3609-4d66-8d22-fc6a17b2bab3.mp3","15e épisode_ où deux êtres sont en mal d_amour","15e épisode, où deux êtres sont en mal d’amour","✓"
"f8ca9577-3fba-4e36-b442-f5eaf07a16c6.mp3","39e épisode_ au cours duquel surgit un mystérieux cheval","39e épisode, au cours duquel surgit un mystérieux cheval","✓"
"fa7eae79-bfdc-4127-90cd-23fb33b6802f.mp3","80e épisode_ où Ulysse verse des larmes","80e épisode, où Ulysse verse des larmes","✓"
"fefaa56a-e444-4434-8ce4-b877f5208c5c.mp3","99e épisode_ qui voit une rame changer de fonction","99e épisode, qui voit une rame changer de fonction","✓"
